fotmob_id,nom_fotmob,volume_course,score_volume,pressing,score_pressing,recuperation,score_recuperation,distance_90_reelle,sprints_90_reels,source,relentless,styles_ea
1098816,Nathan Butler-Oyedeji,Bas,0.145,Moyen,0.404,Bas,0.081,,,estime EA,,
1213676,Lewis Shipley,Moyen,0.527,Moyen,0.465,,,,,estime EA,,
1621082,Edoardo Motta,Bas,-0.291,Bas,-0.34,Bas,0.043,,,estime EA,,
1116589,Giuseppe Ciocci,Bas,-0.109,Bas,-0.237,,,,,estime EA,,
119521,Seamus Conneely,Bas,0.145,Bas,0.018,,,,,estime EA,,Aerial Fortress
1319909,Rijk Janse,Bas,-0.327,Bas,-0.263,,,,,estime EA,,
891482,Mirza Cihan,Bas,0.073,Bas,0.273,,,,,estime EA,,
1182933,Antwoine Hackford,Bas,0.218,Moyen,0.565,,,,,estime EA,,
1388695,Izzet Celik,Bas,0.073,Bas,0.314,,,,,estime EA,,
919849,Julian Larsson,Bas,0.255,Moyen,0.448,,,,,estime EA,,
1229066,Josh Andrews,Moyen,0.4,Moyen,0.384,,,,,estime EA,,Precision Header
1453338,Jay Robinson,Bas,0.255,Moyen,0.397,,,,,estime EA,,
1523842,Benn Ward,Moyen,0.345,Moyen,0.392,,,,,estime EA,,
1686118,Lucas Herrington,Moyen,0.418,Moyen,0.401,,,,,estime EA,,
1263278,Jamie Mullins,Bas,0.291,Moyen,0.503,,,,,estime EA,,Technical
966023,Ben Knight,Bas,0.018,Moyen,0.333,,,,,estime EA,,Technical
1389720,Dion Versluis,Bas,0.273,Bas,0.221,,,,,estime EA,,
1680585,Felix Emmanuel Tsimba,Bas,0.182,Bas,0.327,,,,,estime EA,,
1428563,Franci Bouebari,Bas,0.273,Bas,0.312,,,,,estime EA,,Intercept
1473681,Nyamekye Awortwie-Grant,Moyen,0.418,Moyen,0.432,,,,,estime EA,,
1413371,Adrian Palacios,Bas,0.327,Bas,0.283,,,,,estime EA,,
1577843,Bruno Ogbus,Bas,-0.036,Bas,0.219,Moyen,0.477,,,estime EA,,
962703,Cameron Evans,Moyen,0.564,Moyen,0.419,,,,,estime EA,,Slide Tackle
1396874,Devon Matthews,Moyen,0.382,Bas,0.326,,,,,estime EA,,
1355530,Brahim Ghalidi,Bas,0.145,Moyen,0.424,,,,,estime EA,,Technical
1669433,Sankhoun Diawara,Moyen,0.364,Bas,0.247,,,,,estime EA,,
1463600,Aaron Bibout,Bas,0.273,Bas,0.292,,,,,estime EA,,
1346646,Delano McCoy-Splatt,Bas,0.273,Moyen,0.465,,,,,estime EA,,
1276301,Antony Papadopoulos,Moyen,0.418,Moyen,0.462,,,,,estime EA,,
1217143,Matt Dibley-Dias,Bas,0.218,Moyen,0.362,,,,,estime EA,,
46382,David Worrall,Moyen,0.4,Moyen,0.445,,,,,estime EA,,Whipped Pass
1288868,Kane Thompson-Sommers,Moyen,0.491,Moyen,0.481,,,,,estime EA,,
1113742,Charlie Wellens,Moyen,0.418,Moyen,0.432,,,,,estime EA,,
793691,Luke Hannant,Moyen,0.564,Moyen,0.531,,,,,estime EA,,
1186523,Oscar Thorn,Moyen,0.382,Haut,0.671,,,,,estime EA,,
1606170,Jonathan Bland,Moyen,0.436,Bas,0.327,Haut,0.844,,,estime EA,,
1553434,Andreas Verstraeten,Moyen,0.473,Moyen,0.515,,,,,estime EA,,
1353104,Tochukwu Nnadi,Moyen,0.636,Moyen,0.356,,,,,estime EA,,
1327311,Kyle McAdam,Moyen,0.527,Moyen,0.557,,,,,estime EA,,
1288109,Ryan Howley,Bas,0.255,Bas,0.204,,,,,estime EA,,
1276931,Markus Haaland,Moyen,0.436,Moyen,0.378,,,,,estime EA,,
1575564,Tommy Backwell,Bas,0.218,Moyen,0.372,,,,,estime EA,,
1416627,Davis Asante,Bas,0.236,Moyen,0.461,,,,,estime EA,,
662366,Sam Hornby,Bas,-0.291,Bas,0.036,,,,,estime EA,,
862954,Kenan Fatkic,Moyen,0.4,Moyen,0.374,,,,,estime EA,,
749025,Lewis Ward,Bas,-0.036,Bas,0.046,,,,,estime EA,,
1520214,Luca Woodhouse,Moyen,0.436,Moyen,0.459,,,,,estime EA,,
1576485,Tom Dean,Bas,0.291,Moyen,0.493,,,,,estime EA,,
1736527,Alexandro Maidana,Moyen,0.436,Moyen,0.52,,,,,estime EA,,
1713570,Tanguy Ahile,Moyen,0.382,Moyen,0.397,,,,,estime EA,,
1668214,Isaiah Ahmed,Moyen,0.4,Moyen,0.394,,,,,estime EA,,
1797591,Robin van Cruijsen,Bas,0.145,Moyen,0.404,Bas,0.069,,,estime EA,,
1032780,Darragh Nugent,Moyen,0.455,Bas,0.222,,,,,estime EA,,
1610969,Emmanuel Gyamfi,Moyen,0.345,Moyen,0.443,,,,,estime EA,,
1249615,Luke Butterfield,Bas,0.309,Moyen,0.358,,,,,estime EA,,
1184675,Sam Long,Bas,-0.127,Bas,-0.051,,,,,estime EA,,
1645924,Tristan Schenkhuizen,Bas,0.164,Bas,0.299,,,,,estime EA,,
1507603,Muhamed Buljubasic,Bas,0.255,Bas,0.214,Haut,0.853,,,estime EA,,
1797614,Anis Ouzenadji,Bas,0.255,Moyen,0.448,,,,,estime EA,,
938380,Jaze Kabia,Bas,0.327,Moyen,0.558,,,,,estime EA,,
1190861,Logan Pye,Bas,0.327,Moyen,0.487,,,,,estime EA,,
1666101,Lauris Bausenwein,Bas,0.218,Moyen,0.545,,,,,estime EA,,
1605949,Freddie Sass,Haut,0.782,Moyen,0.567,,,,,estime EA,,
1797586,Jermaine Rijssel,Bas,0.109,Moyen,0.471,,,,,estime EA,,
1296385,Myles Roberts,Bas,-0.345,Bas,-0.189,,,,,estime EA,,
1276328,Nesta Zahui,Bas,0.073,Moyen,0.426,,,,,estime EA,,
1797588,Nadir El Jamali,Bas,0.327,Moyen,0.446,,,,,estime EA,,
1078851,Ben Winterbottom,Bas,-0.291,Bas,-0.188,,,,,estime EA,,
1580249,Olabade Aluko,Moyen,0.4,Moyen,0.485,,,,,estime EA,,
241728,Jason Lowe,Bas,-0.073,Bas,0.103,,,,,estime EA,,
1244302,Joe Wormleighton,Bas,0.218,Moyen,0.382,,,,,estime EA,,
1186465,Charlie Whitaker,Bas,0.109,Moyen,0.339,,,,,estime EA,,
1485185,Nick Akoto,Bas,0.291,Moyen,0.371,,,,,estime EA,,
1791803,Youssef Njoya,Bas,0.291,Moyen,0.503,,,,,estime EA,,
109262,Mark Oxley,Bas,-0.182,Bas,-0.164,,,,,estime EA,,
1116947,Rico Richards,Bas,0.255,Moyen,0.427,,,,,estime EA,,
548798,Michael Kelly,Bas,-0.055,Bas,-0.124,,,,,estime EA,,
1254270,Kristi Montgomery,Bas,0.273,Moyen,0.475,,,,,estime EA,,
1331712,Jack Milne,Bas,0.164,Bas,0.187,Bas,0.188,,,estime EA,,
1599299,Joel McGregor,Moyen,0.473,Moyen,0.596,,,,,estime EA,,
1788033,Jake Tabor,Moyen,0.6,Haut,0.677,,,,,estime EA,,
577611,Joe McDonnell,Bas,-0.236,Bas,-0.227,,,,,estime EA,,Cross Claimer
1108609,Kian Harratt,Moyen,0.382,Moyen,0.529,,,,,estime EA,,
1700201,Key-Shawn Wong-A-Soij,Bas,0.109,Moyen,0.359,,,,,estime EA,,
1793695,Pepijn Reulen,Moyen,0.364,Moyen,0.471,,,,,estime EA,,
1353700,Lewis Billington,Moyen,0.4,Moyen,0.445,,,,,estime EA,,
1637200,Myron Mau-Asam,Bas,0.091,Moyen,0.331,,,,,estime EA,,
1585464,Kevin-Prince Milla,Bas,0.255,Bas,0.214,,,,,estime EA,,
1209961,Emir Ortakaya,Moyen,0.345,Bas,0.311,Moyen,0.613,,,estime EA,,
1302808,Jeremiah Okine-Peters,Bas,0.218,Moyen,0.474,,,,,estime EA,,
982299,Luca Ashby-Hammond,Bas,-0.455,Bas,-0.355,,,,,estime EA,,
301465,Ross Fitzsimons,Bas,-0.236,Bas,-0.156,,,,,estime EA,,Cross Claimer
748384,Jordan Wright,Bas,-0.291,Bas,-0.32,,,,,estime EA,,
1304955,Jack Stevens,Bas,0.255,Moyen,0.427,,,,,estime EA,,
1283966,Josh Woods,Bas,0.255,Moyen,0.488,,,,,estime EA,,
498437,Fernando Díaz,Moyen,0.473,Moyen,0.494,,,,,estime EA,,
1342756,Luís Semedo,Moyen,0.4,Bas,0.323,Bas,0.064,,,estime EA,,
1514638,Noa Mupemba,Moyen,0.364,Moyen,0.4,,,,,estime EA,,
1419978,Elijah Morrison,Bas,0.236,Moyen,0.43,,,,,estime EA,,
959240,Kelsey Mooney,Bas,0.327,Moyen,0.436,,,,,estime EA,,
1077893,Geraldo Bajrami,Moyen,0.364,Moyen,0.339,,,,,estime EA,,
1025391,Nurettin Korkmaz,Bas,-0.073,Bas,0.235,,,,,estime EA,,
1315280,Sam Gale,Moyen,0.4,Moyen,0.384,,,,,estime EA,,
1399943,Luc De Fougerolles,Moyen,0.418,Moyen,0.422,,,,,estime EA,,
1714514,Enzo Kana Biyik,Bas,0.127,Bas,0.264,,,,,estime EA,,
975117,Metehan Altunbas,Bas,-0.109,Bas,0.15,Moyen,0.486,,,estime EA,,
1526724,Callum Stewart,Bas,0.309,Moyen,0.51,,,,,estime EA,,
1709484,Kaio Eduardo,Bas,0.309,Moyen,0.408,,,,,estime EA,,
187593,Rory Gaffney,Bas,-0.127,Bas,-0.112,,,,,estime EA,,
1748405,Prosper Peter,Bas,0.273,Bas,0.272,Bas,0.072,,,estime EA,,
960996,Ollie Kensdale,Moyen,0.418,Moyen,0.381,,,,,estime EA,,
1526542,Ephraim Yeboah,Bas,0.2,Moyen,0.517,,,,,estime EA,,
1710550,Milan Mbeng,Bas,0.273,Bas,0.282,,,,,estime EA,,
1797590,Jesper Tielemans,Bas,0.218,Bas,0.301,,,,,estime EA,,
1415326,Gabriele Calvani,Moyen,0.436,Bas,0.286,,,,,estime EA,,Slide Tackle
1304777,Declan Skura,Moyen,0.345,Moyen,0.392,,,,,estime EA,,
1189618,Will Sutton,Moyen,0.364,Bas,0.329,,,,,estime EA,,
1718165,Harry Hilvenius,Bas,0.327,Bas,0.283,,,,,estime EA,,
1344654,Mathis Hamdi,Bas,0.327,Bas,0.304,,,,,estime EA,,
1709473,Mathys Detourbet,Bas,0.018,Bas,0.302,,,,,estime EA,,
1668295,Noa Boisse,Bas,0.309,Moyen,0.337,,,,,estime EA,,
1706477,Lenny Agbaire,Bas,0.218,Bas,0.199,,,,,estime EA,,
1645922,Matteo Palma,Bas,0.291,Bas,0.218,,,,,estime EA,,
1365254,Jack Grieves,Moyen,0.473,Moyen,0.535,,,,,estime EA,,
1585611,Alex Henderson,Moyen,0.545,Moyen,0.503,,,,,estime EA,,
1201545,Harry McHugh,Bas,0.291,Moyen,0.442,,,,,estime EA,,
1154746,Géza Dávid Turi,Moyen,0.564,Moyen,0.5,,,,,estime EA,,
1351007,Jack Perkins,Bas,0.309,Moyen,0.408,,,,,estime EA,,
1113914,Kallum Cesay,Moyen,0.4,Moyen,0.353,,,,,estime EA,,
1793491,Ayoub Chaikhoun,Bas,0.236,Moyen,0.42,,,,,estime EA,,
1287618,Oliver Hammond,Moyen,0.455,Moyen,0.467,,,,,estime EA,,
1202090,Joe Snowdon,Moyen,0.4,Moyen,0.435,,,,,estime EA,,
1116908,Charlie Caton,Moyen,0.436,Moyen,0.551,,,,,estime EA,,
1390011,Ronan Maher,Moyen,0.473,Moyen,0.586,,,,,estime EA,,
1422743,Elyh Harrison,Bas,-0.364,Bas,-0.064,,,,,estime EA,,
1381600,Billy Kirkman,Moyen,0.4,Moyen,0.465,,,,,estime EA,,
1619434,Milad Nejad,Bas,0.2,Bas,0.222,,,,,estime EA,,
1665780,Joe Thomas,Moyen,0.527,Moyen,0.526,,,,,estime EA,,
1308353,Brandon Khela,Bas,0.309,Moyen,0.398,,,,,estime EA,,
1566101,Kyreece Lisbie,Bas,0.236,Moyen,0.603,,,,,estime EA,,
1420188,Aron Sasu,Bas,0.273,Moyen,0.455,,,,,estime EA,,
1382720,Devin Angleberger,Bas,0.218,Moyen,0.331,,,,,estime EA,,
1523323,Rayan Slimani,Bas,0.2,Moyen,0.334,,,,,estime EA,,
1096324,Vontae Daley-Campbell,Moyen,0.509,Moyen,0.509,,,,,estime EA,,
1573605,Sam Parker,Bas,0.236,Moyen,0.379,,,,,estime EA,,
1360346,Habeeb Ogunneye,Bas,0.109,Moyen,0.4,,,,,estime EA,,
1787153,Charlie Warren,Bas,0.273,Moyen,0.384,,,,,estime EA,,
1536764,Batuhan Yavuz,Bas,0.273,Moyen,0.424,,,,,estime EA,,
1607778,Oumar Pona,Bas,-0.182,Bas,-0.093,,,,,estime EA,,
1370500,Aribim Pepple,Moyen,0.345,Moyen,0.504,,,,,estime EA,,
1420725,Owen Oseni,Bas,0.291,Moyen,0.452,,,,,estime EA,,
1384552,Michael Spellman,Bas,0.145,Moyen,0.373,,,,,estime EA,,
1670161,Jorge Salinas,Bas,0.327,Moyen,0.426,,,,,estime EA,,
1302409,Enes Keskin,Bas,0.236,Bas,0.196,Haut,0.939,,,estime EA,,
1437207,Pietro Candelari,Bas,0.2,Bas,0.243,,,,,estime EA,,
1400214,Damola Ajayi,Bas,0.327,Moyen,0.477,,,,,estime EA,,
1393636,Duke Verduin,Bas,-0.255,Bas,-0.183,,,,,estime EA,,
1693550,Diego Diaz,Bas,-0.036,Bas,0.189,,,,,estime EA,,
1722960,Ofosu Boakye,Bas,0.109,Bas,0.247,,,,,estime EA,,
1705086,Tom Donaghy,Bas,-0.309,Bas,-0.246,,,,,estime EA,,
1624100,Amine Boukamir,Bas,0.091,Bas,0.23,,,,,estime EA,,
1093798,Jake Bickerstaff,Moyen,0.418,Moyen,0.442,,,,,estime EA,,
1342958,Timo Jansink,Bas,-0.418,Bas,-0.35,Moyen,0.639,,,estime EA,,
1289655,Lorenzo Palmisani,Bas,-0.4,Bas,-0.333,,,,,estime EA,,
1670120,Daan van Reeuwijk,Bas,0.291,Bas,0.31,,,,,estime EA,,
1576743,Hamza Abdallah,Bas,0.236,Moyen,0.349,,,,,estime EA,,
1636825,Igor Tyjon,Bas,0.218,Moyen,0.372,,,,,estime EA,,
816396,Marcus Dinanga,Moyen,0.382,Moyen,0.478,,,,,estime EA,,
1287392,Ben Lloyd,Bas,-0.145,Bas,0.216,,,,,estime EA,,
1281389,Rasmus Holten,Bas,0.218,Bas,0.24,,,,,estime EA,,
1667947,Kayden Hughes,Moyen,0.382,Moyen,0.427,,,,,estime EA,,
1447988,Gerard Vandeplas,Bas,0.291,Moyen,0.381,,,,,estime EA,,
1186459,Michael Forbes,Bas,0.273,Bas,0.211,,,,,estime EA,,
1751147,Donovan Basset,Moyen,0.345,Moyen,0.352,,,,,estime EA,,
1227362,Filozofe Mabete,Bas,0.236,Bas,0.298,,,,,estime EA,,
1315290,Bobby Faulkner,Bas,0.291,Moyen,0.35,,,,,estime EA,,
1401987,Finn Delap,Moyen,0.436,Moyen,0.408,,,,,estime EA,,
1239597,Seán Grehan,Bas,0.236,Bas,0.257,,,,,estime EA,,
1668195,Matteo Commaret,Moyen,0.4,Moyen,0.353,,,,,estime EA,,
1302814,Kaelan Casey,Bas,0.218,Bas,0.24,,,,,estime EA,,
1744576,Telli Siwe,Bas,0.255,Moyen,0.336,,,,,estime EA,,
1645927,Jop Tijink,Bas,0.236,Bas,0.217,,,,,estime EA,,
1406565,Kai Whitmore,Moyen,0.527,Moyen,0.475,,,,,estime EA,,
1101137,Harrison Sohna,Moyen,0.473,Moyen,0.484,,,,,estime EA,,
1437876,Sean Fusire,Bas,0.255,Moyen,0.417,,,,,estime EA,,
1420205,George Morrison,Moyen,0.418,Moyen,0.462,,,,,estime EA,,
1533554,Rhys Walters,Bas,0.327,Moyen,0.426,Moyen,0.609,,,estime EA,,
1604505,Nathan Tinsdale,Bas,0.291,Moyen,0.411,,,,,estime EA,,
1327313,Darren Robinson,Bas,0.327,Bas,0.314,,,,,estime EA,,
1420268,Rio Shipston,Moyen,0.364,Moyen,0.39,,,,,estime EA,,
1579342,Shay Spencer,Moyen,0.345,Moyen,0.423,,,,,estime EA,,
1340478,John Ryan,Bas,0.2,Moyen,0.416,,,,,estime EA,,
1420183,Caleb Roberts,Bas,0.236,Moyen,0.349,,,,,estime EA,,
1406767,Marco Wörner,Bas,0.2,Moyen,0.344,,,,,estime EA,,
1431282,Cameron Ashia,Bas,0.255,Moyen,0.407,,,,,estime EA,,
1285813,Noah Rupp,Bas,-0.109,Bas,0.19,,,,,estime EA,,
1343495,Charlie Finney,Moyen,0.418,Moyen,0.513,,,,,estime EA,,
1378319,Cory O'Sullivan,Moyen,0.382,Moyen,0.468,Bas,0.134,,,estime EA,,
886138,Jay Bird,Moyen,0.382,Moyen,0.488,,,,,estime EA,,
1668672,Ashqar Ahmed,Bas,0.0,Bas,0.325,,,,,estime EA,,
1791917,Alexandre Zaouai,Bas,0.2,Moyen,0.446,,,,,estime EA,,
1385185,Belmin Beganovic,Bas,0.291,Moyen,0.462,,,,,estime EA,,
1315286,Joseph Gbode,Moyen,0.455,Moyen,0.609,,,,,estime EA,,
1631615,Adrien Thibaut,Moyen,0.382,Moyen,0.529,,,,,estime EA,,
1340633,Mathaeus Roberts,Bas,0.145,Moyen,0.343,,,,,estime EA,,
1321336,Glenn McConnell,Bas,-0.109,Bas,0.18,,,,,estime EA,,
1664997,James Bello,Bas,0.291,Moyen,0.442,,,,,estime EA,,
1132836,Tom Cursons,Moyen,0.418,Moyen,0.462,,,,,estime EA,,
1608514,Ehije Ukaki,Bas,0.145,Moyen,0.404,,,,,estime EA,,
1791877,Ethan Clavreul,Bas,0.273,Moyen,0.343,,,,,estime EA,,
1581073,Micah Mbick,Bas,0.273,Moyen,0.343,,,,,estime EA,,
1416719,Marcus Wyllie,Moyen,0.4,Moyen,0.516,,,,,estime EA,,
1057939,Kevin Berkoe,Bas,0.327,Moyen,0.487,,,,,estime EA,,
1562337,Jaden Dixon,Bas,0.218,Moyen,0.352,,,,,estime EA,,
1290869,Rico Browne,Bas,0.327,Moyen,0.355,,,,,estime EA,,
1331082,Zak Bradshaw,Bas,0.327,Bas,0.304,,,,,estime EA,,
589258,Elias Lorenz,Bas,-0.291,Bas,-0.34,,,,,estime EA,,
1418089,Favour Fawunmi,Bas,-0.109,Bas,0.241,,,,,estime EA,,
1676705,Luca Blondeau,Bas,0.255,Moyen,0.336,,,,,estime EA,,
1612774,Billy Blacker,Bas,-0.109,Bas,0.292,,,,,estime EA,,
1646353,Junior Ajayi,Bas,0.073,Bas,0.314,,,,,estime EA,,
1577916,Ollie Dewsbury,Bas,0.018,Bas,0.292,,,,,estime EA,,
1428295,Lee Jenkins,Moyen,0.382,Moyen,0.407,,,,,estime EA,,
1436730,Keisuke Goto,Moyen,0.345,Bas,0.27,,,,,estime EA,,
1584153,Charlie Waller,Moyen,0.418,Moyen,0.371,,,,,estime EA,,
1614815,Dovydas Sasnauskas,Bas,0.273,Moyen,0.333,,,,,estime EA,,
1410178,Ciaran McGuckin,Bas,0.309,Bas,0.297,,,,,estime EA,,
1528839,Thomas Wilson-Brown,Moyen,0.4,Moyen,0.374,,,,,estime EA,,
1797606,Zakaria Ztouti,Bas,0.273,Bas,0.323,,,,,estime EA,,
1700209,Thomas Campaniello,Bas,-0.055,Bas,0.11,,,,,estime EA,,
1714103,Mick Schmetgens,Bas,0.0,Bas,0.122,,,,,estime EA,,
1375413,Lewis Temple,Bas,0.091,Bas,0.087,,,,,estime EA,,
1390036,Tommy McDermott,Moyen,0.418,Moyen,0.523,,,,,estime EA,,
1420819,George Hoddle,Bas,0.236,Bas,0.318,,,,,estime EA,,
1416706,Law McCabe,Bas,0.273,Moyen,0.445,,,,,estime EA,,
1709474,Youssef Hamdaoui,Bas,-0.036,Moyen,0.392,,,,,estime EA,,
1668671,Ronan Kpakio,Bas,0.182,Moyen,0.408,,,,,estime EA,,
1084272,Marcus Ifill,Moyen,0.436,Moyen,0.591,,,,,estime EA,,
1755824,Ismaël Guerti,Bas,0.218,Bas,0.301,,,,,estime EA,,
1431132,Michael Reindorf,Bas,0.182,Moyen,0.388,,,,,estime EA,,
1580903,Owen Devonport,Bas,0.273,Moyen,0.404,,,,,estime EA,,
1359279,Soul Kader,Moyen,0.473,Moyen,0.545,,,,,estime EA,,
1552957,Cameron Gardner,Moyen,0.4,Moyen,0.526,,,,,estime EA,,
1134460,Taishi Brandon Nozawa,Bas,-0.255,Bas,-0.224,,,,,estime EA,,
938757,Furkan Beklevic,Bas,-0.327,Bas,-0.233,,,,,estime EA,,
1675986,Tanatswa Nyakuhwa,Bas,-0.036,Moyen,0.331,,,,,estime EA,,
1425209,Sol Solomon,Moyen,0.345,Moyen,0.453,,,,,estime EA,,
1715680,Bartosz Mazurek,Bas,0.127,Bas,0.295,,,,,estime EA,,
1797603,Viktor Dzodic,Bas,-0.2,Bas,-0.304,,,,,estime EA,,
1352860,Ajay Matthews,Bas,0.218,Moyen,0.382,,,,,estime EA,,
1396786,Kane Drummond,Bas,0.273,Moyen,0.445,,,,,estime EA,,
1554645,Connor Barratt,Moyen,0.345,Moyen,0.382,,,,,estime EA,,
1639134,Dylan Lawlor,Bas,0.164,Bas,0.249,,,,,estime EA,,
1706529,Jokubas Mazionis,Bas,0.273,Bas,0.18,,,,,estime EA,,
1751615,Ibrahim Fullah,Bas,0.236,Moyen,0.339,,,,,estime EA,,
1285482,Yigit Emre Celtik,Bas,0.309,Moyen,0.408,,,,,estime EA,,
1316151,Callum Tripp,Moyen,0.418,Moyen,0.422,,,,,estime EA,,
1429137,Owen Lunt,Bas,0.327,Moyen,0.416,,,,,estime EA,,
1663143,Can Moustfa,Bas,0.073,Moyen,0.477,,,,,estime EA,,
1692206,Lucca Mendonca,Bas,0.273,Bas,0.302,,,,,estime EA,,
1437879,Aaron James,Moyen,0.455,Moyen,0.446,,,,,estime EA,,
1558320,Matthew Turner,Bas,-0.255,Bas,-0.326,,,,,estime EA,,
1748177,Daeshon Lawrence,Bas,-0.109,Bas,0.221,,,,,estime EA,,
1296758,Louis Flower,Bas,0.273,Moyen,0.424,,,,,estime EA,,
1513404,Seydou Traore,Bas,0.2,Moyen,0.334,,,,,estime EA,,
1166239,Jack Evans,Moyen,0.545,Moyen,0.503,,,,,estime EA,,
1665584,Charlie Cummins,Bas,0.236,Bas,0.328,,,,,estime EA,,
1690759,Ryan Doherty,Bas,-0.091,Bas,0.218,,,,,estime EA,,
1662755,Souleymane N'Diaye,Bas,0.273,Moyen,0.384,,,,,estime EA,,
1675663,Liam Roberts,Bas,0.309,Moyen,0.48,,,,,estime EA,,
1668675,Henry Brown,Moyen,0.345,Moyen,0.474,,,,,estime EA,,
1577119,Diego Mascardi,Bas,-0.327,Bas,-0.202,,,,,estime EA,,
1665577,Kamil Dudek,Bas,-0.4,Bas,-0.272,,,,,estime EA,,
1618820,Nicholas Michalski,Bas,-0.4,Bas,-0.302,,,,,estime EA,,
1699536,Stan Dancey,Moyen,0.345,Moyen,0.494,,,,,estime EA,,
1667970,Che Gardner,Bas,0.055,Moyen,0.368,,,,,estime EA,,
1585612,Kyrell Malcolm,Bas,0.164,Moyen,0.462,,,,,estime EA,,
1579029,Dan Ellison,Moyen,0.436,Moyen,0.347,,,,,estime EA,,
1682653,Sam Inwood,Bas,0.218,Bas,0.24,,,,,estime EA,,
1736524,Phil Croker,Bas,0.273,Bas,0.231,,,,,estime EA,,
1668673,Liam Oakes,Bas,0.218,Moyen,0.362,,,,,estime EA,,
1583405,Gbolahan Okewoye,Bas,0.218,Moyen,0.331,,,,,estime EA,,
1642043,Dakarai Mafico,Bas,0.218,Moyen,0.382,,,,,estime EA,,
1739913,Harry Tustin,Bas,0.309,Moyen,0.459,,,,,estime EA,,
1664013,Harry Ashfield,Moyen,0.436,Moyen,0.408,,,,,estime EA,,
1751619,Jack Newall,Bas,0.164,Bas,0.32,,,,,estime EA,,
1787195,George Birch,Bas,0.145,Moyen,0.404,,,,,estime EA,,
1793678,Robson Woodcock,Bas,0.218,Moyen,0.362,,,,,estime EA,,
1609214,Jaiden Bartolo,Bas,0.182,Moyen,0.388,,,,,estime EA,,
1714508,Kieran Wilson,Bas,0.218,Bas,0.25,,,,,estime EA,,
1684256,Joe Hatch,Bas,0.182,Moyen,0.357,,,,,estime EA,,
1536437,Cian Barrett,Moyen,0.364,Moyen,0.339,,,,,estime EA,,
1693531,Sascha Britschgi,Moyen,0.364,Moyen,0.44,Bas,0.185,,,estime EA,,
1447053,Will Johnson,Moyen,0.455,Moyen,0.416,,,,,estime EA,,
1315308,Josh Williams,Moyen,0.418,Moyen,0.442,,,,,estime EA,,
1699527,Josh Taroni,Bas,0.236,Bas,0.308,,,,,estime EA,,
1717294,Oliver Armstrong,Bas,0.291,Moyen,0.401,,,,,estime EA,,
1473814,Freddy Willcox,Bas,0.273,Moyen,0.363,,,,,estime EA,,
1533553,Calum Agius,Moyen,0.345,Moyen,0.494,,,,,estime EA,,
1787611,Serhat Öztasdelen,Bas,-0.364,Bas,-0.288,Moyen,0.629,,,estime EA,,
1748125,Moses Alexander-Walker,Bas,0.255,Moyen,0.417,,,,,estime EA,,
1614450,Anjola Popoola,Bas,0.327,Moyen,0.375,,,,,estime EA,,
1640689,Max Kovalevskis,Bas,-0.018,Bas,0.298,,,,,estime EA,,
1715554,Luca Moore,Moyen,0.345,Moyen,0.484,,,,,estime EA,,
1210346,Atakan Mujde,Bas,-0.109,Bas,0.058,,,,,estime EA,,
1338966,Sam Waller,Bas,-0.436,Bas,-0.327,,,,,estime EA,,
846033,Vinícius Júnior,Bas,0.131,Haut,0.967,Bas,0.154,9565,17.1,mesure FotMob,,Chip Shot|Finesse Shot|First Touch|Gamechanger|Inventive|Quick Step|Rapid
288406,Alejandro Grimaldo,Haut,0.89,Haut,0.704,Haut,0.712,11594,11.8,mesure FotMob,,Dead Ball|Finesse Shot|First Touch|Inventive|Whipped Pass
1412132,Kenan Yildiz,Bas,0.314,Moyen,0.334,Bas,0.292,10130,7.4,mesure FotMob,,Gamechanger|Incisive Pass|Technical|Whipped Pass
1404415,Fermín López,Moyen,0.567,Haut,0.682,Moyen,0.625,10668,11.8,mesure FotMob,,Precision Header
867080,Jeff Chabot,Moyen,0.582,Bas,0.162,Haut,0.814,,,estime EA,,Aerial Fortress|Block|Bruiser|Intercept
678234,Mikel Oyarzabal,Haut,0.709,Haut,0.67,Bas,0.122,,,estime EA,,Technical
603669,Ugurcan Çakir,Bas,0.021,Bas,0.015,Bas,0.272,5082,0.0,mesure FotMob,,Far Throw|Footwork|Long Ball Pass
1102708,Germán Valera,Bas,0.255,Moyen,0.519,Moyen,0.638,,,estime EA,,
1031325,Martín Zubimendi,Haut,0.883,Bas,0.29,Moyen,0.511,11566,7.0,mesure FotMob,,Aerial Fortress|Intercept
524434,João Palhinha,Moyen,0.558,Moyen,0.544,Haut,0.978,10647,10.0,mesure FotMob,,Bruiser|Slide Tackle
319784,Alisson Becker,Bas,0.043,Bas,0.002,Moyen,0.49,5195,0.0,mesure FotMob,,Deflector|Far Throw|Rush Out
188058,Daniel Burn,Bas,0.211,Moyen,0.406,Moyen,0.569,9936,8.2,mesure FotMob,,Aerial Fortress|Precision Header
534955,Aaron Escandell,Bas,0.091,Bas,0.036,Moyen,0.469,,,estime EA,,Pinged Pass
670009,Dimitrios Giannoulis,Haut,0.909,Haut,0.76,Moyen,0.643,,,estime EA,,
787242,Evan N'Dicka,Haut,0.782,Moyen,0.608,Haut,0.736,,,estime EA,,Block|Bruiser|Slide Tackle
711231,Gorka Guruzeta,Moyen,0.552,Moyen,0.58,Bas,0.132,10637,10.8,mesure FotMob,,Acrobatic|First Touch|Precision Header
