fotmob_id,nom,club,poste,age,pays,numero,ovr_carte,minutes_saison,_note
1216952,Ekhiotz Orobiogoikoetxea,La Union CF,Ailier,,,,,59,
724812,El Anrif Mhadjiri,Montreuil FC,Milieu relayeur,,,,,155,
1559823,Elad Madmon,Maccabi Tel Aviv,Buteur,21,ISR,19,,226,
1277309,Elias Fugas,Los Garres,Defenseur central,,,,,74,
1482273,Elie,Reims,Defenseur central,,,,,360,"nom seul, non confirme"
1779437,Elijah Odede,Troyes,Ailier,19,NGA,18,,71,
724379,Eliott Baudry,FC Perigny,Gardien,,,,,90,
470715,Elliot Justham,Maldon & Tiptree,Gardien,,,,,90,
711327,Elliot Osborne,,Milieu defensif,29,ENG,24,,85,
760400,Elliott Moore,Oxford United,Defenseur central,28,ENG,5,,90,plusieurs candidats
1595606,Elson Mendes Da Silva,Sochaux,Lateral,,,,,177,plusieurs candidats
1668300,Elydjah Mendy,Nancy,Defenseur central,,,,,90,plusieurs candidats
724848,Emeric Poingt,Bassin d'Arcachon,Buteur,,,,,57,
464955,Emerson Marcelina,Hamrun Spartans,Defenseur central,,,,,435,
789645,Emil Riis Jakobsen,Bristol City,Buteur,,,,,83,plusieurs candidats
480062,Emlyn Lewis,Weston Super Mare,Defenseur central,,,,,90,plusieurs candidats
633546,Emmanuel Valey,Lyon La Duchere,Lateral,,,,,86,
1792480,Emric Goumot,Le Puy,Lateral,22,FRA,7,,82,
857606,Endrit Krasniqi,KF Shkendija,Milieu offensif,,,,,201,plusieurs candidats
500590,Eneko Aguilar,Ponferradina,Milieu defensif,,,,,102,"nom seul, non confirme"
1323038,Eneko Delgado,CD Estepona,Milieu relayeur,,,,,45,plusieurs candidats
716274,Eneko Oroz,Valle de Egues,Lateral,,,,,90,"nom seul, non confirme"
1313344,Enol Coto,Ourense,Lateral,,,,,120,
1231073,Enol Rodriguez,SD Huesca,Ailier,24,ESP,18,,81,plusieurs candidats
282461,Enric Saborit,AEK Larnaca,Defenseur central,33,ESP,4,,432,
717513,Enrique Fabra,CD Quintanar del Rey,Milieu defensif,,,,,62,"nom seul, non confirme"
645576,Enzo Beuvain,Dieppe,Milieu defensif,,,,,85,
717516,Enzo Emanuele,CD Quintanar del Rey,Defenseur central,,,,,120,plusieurs candidats
1616868,Enzo Tacafred,Nancy,Lateral,,,,,180,
716459,Enzo Varela,Los Garres,Lateral,,,,,90,plusieurs candidats
724652,Enzo Vita,Lyon La Duchere,Gardien,,,,,90,"nom seul, non confirme"
514802,Eoghan O'Connell,Wrexham,Defenseur central,30,IRL,15,,90,
1482715,Eric Bille,Ludogorets Razgrad,Buteur,,,,,324,
1066268,Eric Boakye,FC Noah,Lateral,26,GHA,6,,501,"nom seul, non confirme"
1580423,Eric Iglesias,CD Quintanar del Rey,Buteur,,,,,98,"nom seul, non confirme"
1459656,Erick Marcus,Ludogorets Razgrad,Ailier,21,BRA,77,,409,plusieurs candidats
715581,Erik Beattie,Sant Just,Lateral,,,,,78,
1688887,Erik Lanfer,FC Gütersloh,Lateral,,,,,90,
766606,Erik Prekop,Slavia Prague,Buteur,28,SVK,31,,55,
988184,Erkin Tapalov,Kairat Almaty,Lateral,32,KAZ,20,,471,
426700,Ernest Seka,Chantilly US,Defenseur central,,,,,180,
1799262,Ernie Weaver,Sheffield Wednesday,Defenseur central,,,,,180,
724606,Erwan Regulus,St Maur Lusitanos,Gardien,,,,,90,
561532,Esteban López,Cieza,Buteur,,,,,76,plusieurs candidats
633556,Esteban Marre,Istres,Lateral,,,,,180,
1668263,Esteban Mouton,Orléans,Lateral,22,FRA,2,,180,"nom seul, non confirme"
1197124,Ethan Ennis,Fleetwood Town,Ailier,21,ENG,16,,90,"nom seul, non confirme"
724718,Ethan Rateau,Raon L Etape,Defenseur central,,,,,68,
1526227,Eugene Frimpong,Ponferradina,Milieu relayeur,,,,,73,plusieurs candidats
1309979,Evangelos Andreou,Omonia Nicosia,Ailier,23,CYP,20,,391,"nom seul, non confirme"
988176,Evens Joseph,Chantilly US,Buteur,,,,,168,plusieurs candidats
535942,Ewandro,Omonia Nicosia,Milieu relayeur,,,,,385,
560389,Fabian Eisele,Sonnenhof Großaspach,Buteur,,,,,70,"nom seul, non confirme"
1081753,Fabian Grau,Eintracht Norderstedt,Defenseur central,,,,,120,"nom seul, non confirme"
641182,Fabian Istefo,Lübeck,Ailier,,,,,66,
1079841,Fabian Raithel,ZFC Meuselwitz,Milieu relayeur,,,,,90,
1254245,Fabian Ruth,Sportfreunde Lotte,Defenseur central,,,,,90,
1639424,Fabian Urzain,Deportivo La Coruna,Ailier,,,,,132,
124127,Fabiano,Omonia Nicosia,Gardien,37,CYP,40,,270,"nom seul, non confirme"
1381854,Fabio Di Michele,Eintracht Braunschweig,Lateral,,,,,95,"nom seul, non confirme"
1586275,Fabio Rispoli,Catanzaro,Milieu offensif,18,ITA,32,,90,
1607520,Fabrice Tamba,KF Shkendija,Ailier,,,,,512,
807779,Fabrizio Danese,Numancia,Defenseur central,,,,,90,
1323299,Facundo Ackermann,UCAM Murcia,Gardien,,,,,90,"nom seul, non confirme"
354483,Fadil Sido,Freyming,Milieu defensif,,,,,82,
950494,Fahd El Khoumisti,Orléans,Buteur,32,FRA,9,,172,
1165543,Fahd Ndzengue,KF Shkendija,Buteur,,,,,77,
1238115,Faissal Mannai,Bordeaux,Ailier,,,,,63,
716367,Falin,UD Maracena,Ailier,,,,,90,
883110,Farid Abderrahmane,Lokomotive Leipzig,Milieu relayeur,,,,,120,
908515,Fatlum Elezi,Hallescher FC,Milieu relayeur,,,,,90,
898117,Faton Maloku,Drita,Gardien,,,,,630,
1792490,Fei-Hong Faham,Orléans,Gardien,,,,,180,"nom seul, non confirme"
617051,Felix Drinkuth,Eintracht Norderstedt,Buteur,,,,,69,
1406422,Felix Rehder,ZFC Meuselwitz,Defenseur central,,,,,73,
1448029,Felix Schmiederer,Blau-Weiss Lohne,Buteur,,,,,69,
1677221,Fellipe Jack,Spezia,Defenseur central,19,BRA,6,,90,"nom seul, non confirme"
1251290,Fenton John,Gateshead FC,Milieu defensif,21,ENG,20,,90,plusieurs candidats
704116,Ferdinand Scholl,Bahlinger SC,Milieu defensif,,,,,66,"nom seul, non confirme"
1563625,Fermin Garcia,Burgos CF,Ailier,,,,,221,"nom seul, non confirme"
1455425,Fermin Ruiz,Numancia,Lateral,,,,,70,plusieurs candidats
1382717,Fiachra Pagel,Forest Green Rovers,Gardien,21,IRL,12,,90,
178538,Filip Djuricic,Panathinaikos,Milieu defensif,34,SRB,31,,339,
287337,Filip Helander,Häcken,Defenseur central,32,SWE,22,,540,
949496,Filip Kaloc,Ludogorets Razgrad,Milieu relayeur,25,CZE,26,,261,
1357693,Filip Slavícek,Sigma Olomouc,Lateral,23,CZE,16,,512,
1574191,Filipe Bordon,Sudtirol,Defenseur central,20,BRA,3,,88,
1069966,Filipe Cardoso,AD Fafe,Milieu defensif,31,POR,35,,270,plusieurs candidats
1695976,Filippo Grosso,Frosinone,Milieu offensif,19,ITA,18,,66,
1072472,Flavius Daniliuc,Basel,Defenseur central,24,AUT,24,,630,
545807,Florent Berisha,SV Hemelingen,Defenseur central,,,,,90,plusieurs candidats
319824,Florent Mollet,Lausanne,Milieu relayeur,34,FRA,91,,67,
1221333,Florent Sanchez,Orléans,Milieu relayeur,22,FRA,7,,141,plusieurs candidats
724408,Florent Vasseur,Feignies Aulnoye,Defenseur central,,,,,90,
664872,Florian Dexet,St Maur Lusitanos,Lateral,,,,,89,
538312,Florian Hansch,ZFC Meuselwitz,Lateral,,,,,73,
724504,Florian Lemasson,Bayeux,Milieu defensif,,,,,150,
280923,Florian Taulemesse,Cieza,Ailier,,,,,21,
1393472,Floris Smand,Eldense,Defenseur central,,,,,90,
1657473,Florjan Jevsenak,NK Celje,Milieu relayeur,20,SVN,7,,45,
1874305,Fode Diawara,Vendee Fontenay Foot,Buteur,,,,,90,"nom seul, non confirme"
1210292,Fotis Kitsos,Omonia Nicosia,Lateral,22,GRE,3,,360,
609648,Foudil Bakhtia,St Cyr Collonges au Mont d'Or,Defenseur central,,,,,86,
47409,Foued Kadir,Istres,Milieu defensif,,,,,179,
1595910,Fran Abrol,Lorca Deportiva,Gardien,,,,,90,
651720,Fran Cano,Atletico Palma del Rio,Ailier,,,,,61,
1204277,Fran Carmona,Ourense,Defenseur central,,,,,330,"nom seul, non confirme"
420622,Fran Cruz,Atletico Palma del Rio,Defenseur central,,,,,90,"nom seul, non confirme"
1185151,Fran Delgado,Farense,Lateral,24,ESP,2,,63,plusieurs candidats
716455,Fran Martínez,Los Garres,Lateral,,,,,45,"nom seul, non confirme"
466127,Fran Rivera,Orihuela,Milieu defensif,,,,,90,plusieurs candidats
716070,Fran Rodríguez,Atletico Palma del Rio,Milieu relayeur,,,,,55,plusieurs candidats
1681809,Fran Sabina,Tenerife,Buteur,,,,,76,
623693,Franc Mateu,Utebo,Lateral,,,,,76,plusieurs candidats
222082,Francesco Benassai,LR Vicenza,Defenseur central,,,,,90,
815733,Francesco Mezzoni,Virtus Entella,Lateral,,,,,90,
889104,Francis Uzoho,Omonia Nicosia,Gardien,27,NGA,23,,450,
716610,Francisco López,Lorca Deportiva,Ailier,,,,,90,"nom seul, non confirme"
1424799,Francisco Tafalla,Lorca Deportiva,Milieu relayeur,,,,,45,
644274,Franck Vaast,Feignies Aulnoye,Buteur,,,,,60,
549687,Franjo Serdarusic,FV Engers,Gardien,,,,,90,
1320637,Frankie Terry,Braintree Town,Lateral,21,ENG,24,,90,"nom seul, non confirme"
1297924,Franklin Uchenna,FK Crvena Zvezda,Defenseur central,26,NGA,30,,522,"nom seul, non confirme"
860756,Franko Kovacevic,NK Celje,Ailier,26,CRO,19,,557,plusieurs candidats
228542,Franko Uzelac,Sportfreunde Lotte,Defenseur central,,,,,90,
927417,Fraser Preston,Gainsborough,Ailier,,,,,45,"nom seul, non confirme"
118390,Freddie Sears,Maldon & Tiptree,Buteur,,,,,90,
1216004,Frederic Baum,Homburg,Milieu relayeur,,,,,90,"nom seul, non confirme"
1663144,Frederik Schumann,Homburg,Lateral,,,,,90,
1183600,Froilan Lea,Ciudad Lucena,Gardien,,,,,90,
516388,Fromsa Lillo,Lorca Deportiva,Defenseur central,,,,,45,"nom seul, non confirme"
1385267,Furkan Demir,Rapid Wien,Lateral,21,AUT,61,,350,plusieurs candidats
748432,Fynn Arkenberg,FC Gütersloh,Lateral,,,,,89,
819066,Gabi Kanichowsky,Ferencvaros,Milieu relayeur,28,ISR,36,,833,"nom seul, non confirme"
1691649,Gabri Lopez,Lorca Deportiva,Buteur,,,,,57,plusieurs candidats
1715710,Gabriel Lozano,Tenerife,Gardien,,,,,90,plusieurs candidats
703595,Gabriel Müller,FV Engers,Lateral,,,,,90,plusieurs candidats
724892,Gabriel Ndiaye,St Cyr Collonges au Mont d'Or,Milieu defensif,,,,,90,plusieurs candidats
1557046,Gabriel Ramis,Atletico Baleares,Lateral,,,,,65,"nom seul, non confirme"
1312561,Gael Akogo Esono,Granada,Lateral,,,,,77,
1324022,Garang Kuol,Sparta Prague,Ailier,21,AUS,36,,45,"nom seul, non confirme"
352881,Gareth Dean,Brackley Town,Defenseur central,,,,,210,plusieurs candidats
1136758,Gauthier Ott,Guingamp,Ailier,23,FRA,10,,72,"nom seul, non confirme"
550856,Gauthier Thumerel,Bethune,Lateral,,,,,90,
493350,Gaylord Kitenge Zadick,Blois,Lateral,,,,,90,"nom seul, non confirme"
1333891,Genar Fornes,Sabadell,Defenseur central,,,,,72,
907895,Genaro Rodríguez,Uniao de Leiria,Defenseur central,27,ESP,6,,87,plusieurs candidats
120090,Geoffrey Lembet,Nancy,Gardien,37,CTA,1,,180,
1800413,George Brown,Sheffield Wednesday,Buteur,,,,,136,plusieurs candidats
1229542,George Langston,Braintree Town,Defenseur central,22,ENG,4,,90,
1613657,Georgios Katris,Panathinaikos,Defenseur central,20,GRE,3,,372,
1586387,Geovanny,Farense,Milieu defensif,,,,,90,
1696045,Gerard Urbina,Real Avila,Lateral,,,,,120,
1324132,Gerardo Bonet,Atletico Baleares,Milieu defensif,,,,,180,
716037,Germán Castillo,Atletico Palma del Rio,Gardien,,,,,90,plusieurs candidats
1340955,Germán Novoa,Ponferradina,Defenseur central,,,,,120,"nom seul, non confirme"
1603723,Giacomo Corona,Palermo,Buteur,21,ITA,31,,90,
1518564,Giacomo Stabile,Juve Stabia,Lateral,20,ITA,19,,79,
714645,Giannis Masouras,Omonia Nicosia,Lateral,29,GRE,21,,420,"nom seul, non confirme"
1065640,Giorgi Guliashvili,Racing Santander,Buteur,24,GEO,7,,60,
784178,Giorgi Zaria,Kairat Almaty,Ailier,28,GEO,10,,45,
1094772,Giorgos Naoum,AEK Larnaca,Ailier,24,CYP,29,,230,
729094,Giovani Zarfino,CD Extremadura,Buteur,,,,,154,
564376,Giovanni Hospital,Feignies Aulnoye,Lateral,,,,,90,
656586,Giuseppe Coccia,Audace Cerignola,Milieu relayeur,,,,,67,
789064,Giuseppe Cuomo,LR Vicenza,Defenseur central,,,,,90,
1244856,Glenn Mbimba,ASC Biesheim,Defenseur central,,,,,90,
807323,Godswill Ekpolo,AEK Larnaca,Defenseur central,30,NGA,22,,537,
714446,Godwin Sabastian,Sant Just,Defenseur central,,,,,90,
637487,Gonzalo Alfaro,Portugalete,Lateral,,,,,90,"nom seul, non confirme"
617248,Gonzalo Di Renzo,CF Talavera de la Reina,Buteur,,,,,180,"nom seul, non confirme"
1324085,Gonzalo Miranda,Orihuela,Milieu relayeur,,,,,90,"nom seul, non confirme"
715262,Gonzalo Suárez,Negreira,Buteur,,,,,90,plusieurs candidats
1209430,Gonzalo Sáiz,Toledo,Milieu relayeur,,,,,90,"nom seul, non confirme"
716435,Gonzalo Trovato,Puerto de Vega,Ailier,,,,,72,
361700,Gonçalo Silva,FC Noah,Defenseur central,34,POR,37,,156,"nom seul, non confirme"
1283242,Gor Manvelyan,FC Noah,Ailier,23,ARM,10,,45,
1186514,Goran Babic,Braintree Town,Milieu offensif,22,SRB,16,,52,
654234,Goran Karacic,Zrinjski Mostar,Gardien,29,BIH,18,,540,"nom seul, non confirme"
1185197,Goran Naric,FV Engers,Buteur,,,,,55,
646646,Gorka Crespo,Portugalete,Lateral,,,,,82,plusieurs candidats
518652,Gorka Masach,UD Samano,Gardien,,,,,90,
1860849,Gorka Tapiador,Portugalete,Lateral,,,,,75,
932907,Goune Niangadou,Bethune,Milieu defensif,,,,,90,
833690,Graeme Torrilla,Lincoln Red Imps FC,Milieu relayeur,,,,,208,
724506,Grégoire Delain,Bayeux,Defenseur central,,,,,179,
202366,Gudmundur Thórarinsson,FC Noah,Milieu defensif,33,ISL,4,,228,
564925,Guerric Bernou,Bassin d'Arcachon,Gardien,,,,,90,
1668273,Guilherme Liberato,Torreense,Milieu defensif,24,BRA,65,,171,"nom seul, non confirme"
1599672,Guilherme Siqueira,Sheffield Wednesday,Lateral,,,,,81,
594885,Guillaume Jannez,Concarneau,Defenseur central,36,FRA,4,,90,
639474,Guillaume Khous,Orléans,Milieu relayeur,33,FRA,10,,180,
1254161,Guille Bernabeu,La Union CF,Milieu relayeur,,,,,90,"nom seul, non confirme"
711077,Guillem Castell,Atletico Baleares,Defenseur central,,,,,180,
1578417,Guillermo Macho,Eldense,Milieu relayeur,,,,,180,
157630,Guram Kashia,Slovan Bratislava,Defenseur central,38,GEO,4,,497,
361307,Gus Ledes,AEK Larnaca,Milieu defensif,33,POR,7,,750,
436079,Gustav Engvall,KuPS,Buteur,29,SWE,9,,180,
1077388,Gustavo Sangaré,FC Noah,Milieu relayeur,29,BFA,17,,481,"nom seul, non confirme"
574644,Guti,Utebo,Defenseur central,,,,,90,
1204569,Habib Sylla,Uniao de Leiria,Lateral,26,CIV,52,,55,plusieurs candidats
419133,Hakeeb Adelakun,Doncaster Rovers,Ailier,29,ENG,47,,76,
221822,Hamet Coulibaly,Les Sables VF,Lateral,,,,,77,plusieurs candidats
724893,Hamza Baali,St Cyr Collonges au Mont d'Or,Milieu relayeur,,,,,90,
1607524,Hamza Bellari,Eldense,Ailier,,,,,90,
1418642,Harrison Beeden,Gainsborough,Defenseur central,,,,,120,
1842565,Harrison Bettoni,Wigan Athletic,Ailier,,,,,78,
1393408,Harrison Male,York City,Gardien,,,,,90,
1689694,Harry Barbrook,Chelmsford,Lateral,,,,,90,
795510,Harry Lewis,Carlisle United,Gardien,28,ENG,21,,90,plusieurs candidats
1360349,Harry Whitwell,Forest Green Rovers,Milieu offensif,20,ENG,34,,163,
1111415,Harvey Bunker,Forest Green Rovers,Milieu defensif,,,,,90,
1219968,Harvey Macadam,Carlisle United,Milieu relayeur,24,ENG,37,,69,
829534,Harvey Saunders,Eastleigh,Lateral,28,ENG,15,,88,
351156,Hasan Pepic,Bahlinger SC,Milieu offensif,,,,,90,
632487,Hasier Iriarte,Valle de Egues,Defenseur central,,,,,90,
1274458,Hatim Far,Dieppe,Buteur,23,FRA,9,,76,"nom seul, non confirme"
1161248,Hayden Muller,Sutton United,Defenseur central,23,ENG,42,,77,plusieurs candidats
195672,Haydn Hollis,Tamworth,Defenseur central,33,ENG,26,,90,
1838692,Hector Mejia,Torrent CF,Lateral,,,,,90,"nom seul, non confirme"
1233132,Heitor,Maccabi Tel Aviv,Defenseur central,25,BRA,4,,423,
1524518,Helio Varela,Maccabi Tel Aviv,Ailier,23,CPV,29,,265,"nom seul, non confirme"
458812,Hendrik Bonmann,Ludogorets Razgrad,Gardien,32,GER,39,,630,
873972,Hendrik Wurr,ZFC Meuselwitz,Ailier,,,,,61,
485565,Henry Bonello,Hamrun Spartans,Gardien,,,,,540,
1123605,Hermann Esmel,Le Puy,Milieu relayeur,26,FRA,10,,82,
608215,Hilal Bouguerra,Hauts Lyonnais,Ailier,,,,,176,
1407241,Hindolo Mustapha,West Bromwich Albion,Buteur,19,SLE,25,,45,plusieurs candidats
479745,Hiram Boateng,York City,Milieu defensif,29,ENG,21,,90,plusieurs candidats
1323466,Holger Bux,Bahlinger SC,Milieu relayeur,,,,,90,
1693192,Honoré Bayanginisa,Sochaux,Milieu relayeur,,,,,45,
173745,Hovhannes Hambardzumyan,FC Noah,Lateral,35,ARM,19,,115,
466876,Hrvoje Barisic,Zrinjski Mostar,Defenseur central,35,BIH,4,,259,plusieurs candidats
208583,Hrvoje Milicevic,AEK Larnaca,Defenseur central,32,BIH,15,,750,
1868401,Hugo Barbier,Nancy,Milieu relayeur,,,,,90,
724851,Hugo Carvalho,Bassin d'Arcachon,Milieu defensif,,,,,89,plusieurs candidats
675559,Hugo Fuentes,Ciudad Lucena,Buteur,,,,,78,plusieurs candidats
724625,Hugo Guimard,Garde Saint-Ivy Pontivy,Buteur,,,,,66,
564799,Hugo Kingue-Ekedy,US Chauvigny,Buteur,,,,,65,"nom seul, non confirme"
724712,Hugo Mahieu,Bethune,Defenseur central,,,,,90,
1612693,Hugo Matos,Numancia,Lateral,,,,,82,plusieurs candidats
1682166,Hugo Pinilla,Real Zaragoza,Milieu offensif,,,,,75,
661061,Hugo Robert,Croix,Defenseur central,,,,,45,plusieurs candidats
1617967,Hugo Sanz,Ourense,Lateral,,,,,330,"nom seul, non confirme"
1764021,Hugo Sochurek,Sparta Prague,Milieu relayeur,,,,,90,
633097,Hugo Thizy,Hauts Lyonnais,Ailier,,,,,165,
1427157,Héctor Espiérrez,Ebro,Defenseur central,,,,,90,
1202079,Héctor Galiano,Lorca Deportiva,Lateral,,,,,90,"nom seul, non confirme"
640265,Héctor Oliva,La Union CF,Gardien,,,,,90,plusieurs candidats
716297,Héctor Royo,CD Roda,Lateral,,,,,90,
697189,Hélder,FC Noah,Ailier,,,,,694,"nom seul, non confirme"
261659,Höskuldur Gunnlaugsson,Breidablik,Milieu relayeur,31,ISL,7,,519,
722761,Iago Fernández,Pontevedra,Ailier,,,,,53,plusieurs candidats
192323,Ibrahim Ayew,Lincoln Red Imps FC,Lateral,,,,,33,"nom seul, non confirme"
1083011,Ibrahim Cissé,KuPS,Defenseur central,26,CIV,15,,527,"nom seul, non confirme"
1190943,Ibrahim Doumbia,Real Avila,Defenseur central,,,,,120,"nom seul, non confirme"
724626,Ibrahim Et Touguani,Garde Saint-Ivy Pontivy,Ailier,,,,,90,
703939,Ibrahim Temin,SV Atlas Delmenhorst,Lateral,,,,,90,
1250261,Ibrahima Mboup,Canet Roussillon,Buteur,,,,,78,"nom seul, non confirme"
636330,Ibón González,Portugalete,Gardien,,,,,90,plusieurs candidats
899188,Idan Nachmias,Ludogorets Razgrad,Defenseur central,28,ISR,55,,90,
1116740,Ido Shahar,Maccabi Tel Aviv,Milieu defensif,24,ISR,36,,180,
918344,Idris Kadded,Montreuil FC,Buteur,,,,,176,
1771013,Idris Mohamed,Le Puy,Defenseur central,,,,,90,plusieurs candidats
1067022,Igor Savic,Zrinjski Mostar,Milieu relayeur,25,BIH,21,,577,"nom seul, non confirme"
716717,Iker Ansotegui,CD Getxo,Lateral,,,,,90,
1714718,Iker Perera,Navalcarnero,Ailier,,,,,57,
1669617,Iker Punzano,Ourense,Buteur,,,,,27,
716756,Iker Torralvo,CD Getxo,Buteur,,,,,59,
1553127,Iker Varela,CD Mirandes,Lateral,22,ESP,7,,158,"nom seul, non confirme"
1067575,Ilija Masic,Zrinjski Mostar,Defenseur central,26,BIH,5,,360,
1211264,Ilir Mustafa,Drita,Milieu relayeur,,,,,78,plusieurs candidats
724816,Ilyes Dos Santos Semedo,Montreuil FC,Ailier,,,,,180,plusieurs candidats
1205432,Imanol Barace,CD Extremadura,Ailier,,,,,90,
1395731,Imanol Baz,Cartagena,Defenseur central,,,,,120,
678720,Imanol Beloki,Valle de Egues,Milieu relayeur,,,,,90,
1577968,Imran Fetai,KF Shkendija,Defenseur central,,,,,707,
724873,Imrel Soyhati,US Chauvigny,Lateral,,,,,85,
1341061,Inigo Lopez,Utebo,Buteur,,,,,9,plusieurs candidats
707124,Inigo Zubiri,SD Logrones,Defenseur central,,,,,90,
574060,Ioannis Kousoulos,Omonia Nicosia,Milieu defensif,29,CYP,31,,259,
1067263,Irakli Azarovi,Shakhtar Donetsk,Lateral,24,GEO,16,,343,
867311,Isaac Buckley-Ricketts,,Buteur,,,,,158,"nom seul, non confirme"
1680590,Isaac Cossier,Le Mans,Defenseur central,19,FRA,12,,180,
1745514,Isaac England,Shrewsbury Town,Milieu relayeur,,,,,62,
489627,Isaac Hayden,Queens Park Rangers,Milieu defensif,30,JAM,15,,120,"nom seul, non confirme"
1288287,Isaac Heath,Accrington Stanley,Lateral,21,ENG,30,,120,
715886,Isaac Pérez,Inter de Valdemoro,Buteur,,,,,53,plusieurs candidats
1081031,Isaac Sinclair,Accrington Stanley,Ailier,,,,,81,"nom seul, non confirme"
1256503,Isaiah Navarro,CF Talavera de la Reina,Milieu relayeur,,,,,90,plusieurs candidats
1697412,Isaque,Shakhtar Donetsk,Ailier,19,BRA,14,,445,
633082,Isidore Tissot,Hauts Lyonnais,Gardien,,,,,180,
1693392,Ismael Barea,CD Mirandes,Milieu relayeur,20,ESP,18,,90,
724601,Ismail Karamoko,Chantilly US,Ailier,,,,,150,"nom seul, non confirme"
1221336,Ismaïl Bouleghcha,Le Puy,Lateral,23,MAR,2,,180,
1622055,Ismaïl Seydi,Torreense,Ailier,24,FRA,31,,85,
1233589,Issouf Sissokho,Maccabi Tel Aviv,Milieu defensif,23,MLI,28,,433,
1358125,Itai Ben Hamo,Maccabi Tel Aviv,Defenseur central,23,ISR,41,,258,
1298551,Itamar Noy,Maccabi Tel Aviv,Milieu relayeur,24,ISR,30,,261,
1067725,Iuri Tabatadze,Cadiz,Ailier,26,GEO,12,,120,
638119,Ivan Agudo,CD Roda,Buteur,,,,,90,
1284501,Ivan Calusic,NK Celje,Milieu relayeur,26,CRO,27,,255,"nom seul, non confirme"
1833324,Ivan Martinez,Burgos CF,Defenseur central,,,,,210,plusieurs candidats
541551,Ivan Sunjic,Pafos FC,Milieu defensif,29,BIH,26,,630,
1232216,Ivan Varfolomeev,Lincoln City,Milieu relayeur,21,UKR,24,,155,
1069650,Ivan Yordanov,Ludogorets Razgrad,Ailier,25,BUL,82,,90,
715314,Ivi Martínez,Torrent CF,Defenseur central,,,,,90,plusieurs candidats
1357412,Ivica Vidovic,NK Celje,Ailier,24,CRO,16,,178,"nom seul, non confirme"
174918,Iván Buigues,Orihuela,Gardien,,,,,90,
593423,Iván Cuéllar,Valle de Egues,Buteur,,,,,78,"nom seul, non confirme"
680826,Iván Fernández,SD Logrones,Gardien,,,,,90,plusieurs candidats
957284,Iván Martinez,Cartagena,Gardien,,,,,120,"nom seul, non confirme"
717127,Iván Pérez,Ebro,Lateral,,,,,90,plusieurs candidats
1396098,Iván Serrano,Atletico Baleares,Lateral,,,,,65,plusieurs candidats
1482742,Iwan Morgan,Shrewsbury Town,Buteur,19,WAL,19,,75,"nom seul, non confirme"
1791883,Izhak Hammoudi,Le Mans,Milieu relayeur,,,,,106,
540300,Iñaki Recio,Portugalete,Defenseur central,,,,,90,"nom seul, non confirme"
891963,Jaakko Oksanen,KuPS,Milieu relayeur,25,FIN,13,,540,
895729,Jack Cawley,Maldon & Tiptree,Defenseur central,,,,,90,
1325817,Jack Ellis,Carlisle United,Defenseur central,22,ENG,18,,90,"nom seul, non confirme"
1798678,Jack Howland,Millwall,Ailier,,,,,90,
184461,Jack Hunt,Wigan Athletic,Defenseur central,35,ENG,32,,30,"nom seul, non confirme"
280868,Jack Price,Brackley Town,Milieu relayeur,32,ENG,4,,155,"nom seul, non confirme"
956181,Jack Sims,Sutton United,Gardien,26,ENG,1,,120,"nom seul, non confirme"
1612628,Jack Taylor,Sutton United,Lateral,,,,,120,"nom seul, non confirme"
1413863,Jack Thompson,Braintree Town,Gardien,18,ENG,13,,90,plusieurs candidats
1646394,Jacob Borgnis,Slough Town,Milieu relayeur,21,NZL,22,,120,
1631623,Jacob Pinnington,Braintree Town,Lateral,,,,,90,
1642181,Jaden Mears,Stoke City,Lateral,19,ENG,57,,90,
1075865,Jahn Herrmann,Sandhausen,Buteur,,,,,86,plusieurs candidats
567599,Jaime Durán,CD Azuaga,Gardien,,,,,90,plusieurs candidats
1688905,Jaime Escobar,Lorca Deportiva,Defenseur central,,,,,90,plusieurs candidats
1870470,Jaime Gonzalez,CF Talavera de la Reina,Gardien,,,,,180,plusieurs candidats
1705479,Jaime Perez,Navalcarnero,Buteur,,,,,57,plusieurs candidats
721625,Jaime Pinto,Farense,Ailier,,,,,73,plusieurs candidats
1566985,Jaime Reques,Ebro,Milieu relayeur,,,,,89,
1005802,Jaime Suárez,AEK Larnaca,Milieu relayeur,28,ESP,6,,90,plusieurs candidats
1139169,Jajá,Pafos FC,Ailier,24,BRA,11,,278,
201741,Jake Taylor,Sutton United,Milieu defensif,34,WAL,25,,105,plusieurs candidats
798649,Jake Vokins,Eastleigh,Lateral,25,ENG,3,,62,
1000835,Jakob Tånnander,Farense,Gardien,25,SWE,30,,90,
1717583,Jakov Pranjic,Zrinjski Mostar,Ailier,24,CRO,22,,206,
1617960,Jakub Buerkle,Blau-Weiss Lohne,Milieu relayeur,,,,,78,
1534732,James Edmondson,,Ailier,20,ENG,28,,300,"nom seul, non confirme"
1115074,James Vennings,Braintree Town,Milieu defensif,25,ENG,6,,90,
715580,Jan González,Sant Just,Buteur,,,,,72,plusieurs candidats
465935,Jan Halász,ZFC Meuselwitz,Ailier,,,,,61,
401289,Jan Kliment,Sigma Olomouc,Buteur,32,CZE,9,,290,
1664964,Jan Koutny,Sigma Olomouc,Gardien,21,CZE,91,,900,
887748,Jan Král,Sigma Olomouc,Defenseur central,26,CZE,21,,450,"nom seul, non confirme"
704193,Jan Liehr,FC Gütersloh,Ailier,,,,,79,
